34,"Everts Air Cargo","http://www.evertsair.com","907.450.2355","DC6s/C46s within Alaska. Casual/warm Alaska attire. Call dispatch (above) to list.",,1
36,"Express Jet","http://www.expressjet.com","800.525.0280","Continental Express CLE, EWR, IAH. Business casual. Gate check-in. Multiple j/s. International available - pay departure taxes at ticket counter.",,1
38,"Freedom Air","http://www.freedomairguam.com","800-221-1212","Shorts 360s Northern Marianas Islands. Call for info. Freedom Airlines http://www.mesa-air.com 800.221.1212 Delta Connection ATL, JFK, MCO. Gate check-in NLT 30 min prior. Multiple j/s.",,1
39,"Frontier Airlines","http://www.flyfrontier.com","800.432.1359","Nationwide, DEN hub. Business casual. Gate check-in. Multiple j/s.",,1
41,"GoJet","http://www.gojetairlines.com","800-241-6522","United Connection DEN, IAD, ORD. Business casual. Gate check-in NLT 30 min prior.",,1
42,"Great Lakes Aviation","http://www.greatlakesav.com","800.554.5111","Frontier code share DEN and United Express PHX. Business casual. Gate check-in NLT 30 min prior. Multiple j/s.",,1
43,"Gulfstream International","http://www.gulfstreamair.com","800-523-3273","Continental Connection CLE, UA & DAL COdeshare. FLorida  and Bahamas. Busniess Casual Gate Check-in Multiple J/S",,1
44,"Hawaiian Airlines","http://www.hawaiianair.com","808-838-5566","Business casual. Gate check-in. Multiple j/s. International available.",,1
45,"Horizon Air","http://www.horizonair.com","800.547.9308","Alaska Airlines partner SEA, PDX, Western US & Canada. Gate check-in. Multiple j/s. International available.",,1
46,"Island Air","http://www.islandair.com","800.323.3345","Hawaii. Dash 8s. Ticket counter check-in. Multiple j/s.",,1
47,"JetBlue","http://www.jetblue.com","888-538-2997","BOS, FLL, IAD, JFK, LGB, OAK hubs. Business casual. Listing requested at least 2 hours prior- call 801-365-2500, option 1, x6013. Gate or ticket counter check-in 10 min prior domestic, 60 min prior international. Multiple j/s.",,1
48,"Kalitta Air","http://www.kalittaair.com","800-521-1590","Worldwide 747s. Call (above) or e-mail ops for listing. Check website for skeds/info. Intl available. Multiple j/s. Listing required.","800.521.1590",1
49,"Kalitta Charters II","http://www.kalittaair.com","866-281-6903 #1","DC9, 727s, Corporate Jets Nationwide. Call for info - ask for Charters II dispatcher.","800.521.1590",1
50,"Key Lime Air","http://www.keylimeair.com","888.870.9626","DEN based UPS feeder to CO, WY, NE, KS. SA-227s and Lears. Call ops (above) 24 hours prior to list.",,1
53,"Mesa Airlines","http://www.mesa-air.com","800.637.2247","United Express DEN, IAD, ORD, USAirways Express CLT, LAS, PHL, PHX, PIT, DCA, Delta Connection MCO, Mesa Air ABQ, DFW. Gate check-in NLT 30 min prior. Multiple j/s. (see also Air Midwest)",,1
54,"Mesaba Airlines","http://www.mesaba.com","800.225.2525","Northwest commuter DTW, MEM, MSP. Business casual. Gate check-in. 2 j/s.",,1
55,"Miami Air International","http://www.mapa-online.org/jumpseat.htm","305-876-3678","737s and 727s. Caribbean/Europe charters. Business attire. Call dispatch for info.",,1
56,"Midwest Airlines","http://www.midwestairlines.com","800.452.2022","Nationwide, MKE, MCI hubs. Business casual. Gate check-in NLT 30 min prior. 2 offline j/s. Int'l available.",,1
57,"Mountain Air Cargo","http://www.airt.net/mac.html","828-466-6763","ATR42s & 72s. FedEx feeder East Coast and Caribbean. Clean, neat casual attire. Reservations required by calling 828-466-6763 between 24-2 hours prior. 1 j/s on ATR42 flights.",,1
59,"North American Airlines","http://www.northamericanair.com","800.FLY.NAA2","757s/767s Sked and Charter, Worldwide. Business casual or uniform. Gate or ticket counter check-in NLT 1:30 prior. Some skeds online.",,1
60,"Northern Air Cargo","http://www.nacargo.com","800-478-3330","DC6s, ATRs, 737s within Alaska, ANC hub. Alaska dress. Show NLT 1 hour prior. Pilots and jumpseat riders help load the aircraft. Check website for skeds. Call dispatch (above) for additional info.","800.727.2141",1
62,"Omni Air International","http://www.omniairintl.com","918-831-3060","Worldwide 757, DC10 charters. Multiple j/s. Call dispatch 800.441.5393 for info or check website links for more info.",,1
63,"Pen Air","http://www.penair.com","907-771-2506","Alaska Airlines partner ANC pax & cargo. Alaska destinations. Gate check-in 30 min prior. Clean, neat, weather appropriate dress. Call for cargo skeds 907.771.2508. Multiple j/s.","800.448.4226",1
64,"Piedmont Airlines","http://www.piedmont-airlines.com","800.428.4322","USAirways Express (formerly Allegheny + Piedmont) East Coast. Business casual. Gate or ticket counter check-in (Ops at CLT.) Multiple j/s.",,1
65,"Pinnacle Airlines","http://www.nwairlink.com","800.225.2525","NW Airlink DTW, MEM, MSP. Business cas. Gate check-in NLT 30 min prior. Multiple j/s.",,1
66,"Polar Air Cargo","http://www.polaraircargo.com","800.462.2012","Business attire or uniform. Check website for routes and skeds. E-list for jumpseat via website http://www.polaraircargo.com/contactus-confirm.html. Listing required.",,1
67,"PSA Airlines","http://www.psaairlines.com","937-454-0129","USAirways Express PIT. Business casual. Gate check-in NLT 30 min prior. Multiple j/s.",,1
68,"Republic Airlines","http://www.republicairlines.com","800.428.4233","USAirways Express BOS, DCA, PHL, PIT. Business casual. Gate check-in NLT 30 min prior. Multiple j/s.",,1
69,"Ryan International","http://www.flyryan.com","815.316.5910","Cargo US and Micronesia, pax vacation destinations. Gate check-in 1 hour prior. Intl available. Call dispatch or crew sked (above) for skeds and to list. Multiple j/s.","815.316.5920",1
70,"Shuttle America","http://www.shuttleamerica.com","DAL or UAL res #s","Delta Connection ATL, JFK, SLC, United Express DEN, IAD, ORD. Business casual. Gate check-in NLT 30 min prior. Multiple j/s.",,1
71,"SkyWest Airlines","http://www.skywest.com","DAL or UAL res #s","Delta Connection SLC, United Express DEN, LAX, ORD, SFO. Midwest Connect MKE. Business casual. Gate check-in NLT 30 min prior. Multiple j/s.",,1
72,"Southwest Airlines","http://www.southwest.com","866-359-7967","Business casual. Gate check-in 1 hour prior. Must call non-rev desk (866) FLY-SWNR to list as j/s pax non-rev prior to travel. Use this PNR on j/s request form. Listing required. Nationwide and Caribbean. DTW, ORD, FL, NE hubs. Business casual. Ticket counter check-in. Must call (above or 954.447.8008) to list as j/s non-rev, use PNR on j/s request form. Multiple j/s. Listing required.",,1
73,"Sun Country Airlines","http://www.suncountry.com","800.359.5786","US, Mexico, Caribbean MSP hub. Business casual. Gate check-in. Intl available. Multiple j/s.",,1
74,"Trade Winds Airlines","http://www.tradewinds-airlines.com","888.860.4799","A300s/747s Cargo, GSO hub, US, Asia, and Caribbean. Check website for sked. Call ops (above) or 336.668.7503 for reservations. 4-6 j/s.",,1
75,"Trans States Airlines","http://www.transstates.net","AA, UAL, or USAirways #s","AA Connection STL, United Express IAD, ORD, USAirways Express BWI, PIT. Business casual. Gate check-in NLT 30 min prior. 2 j/s.",,1
76,"United Airlines","http://www.united.com","800.241.6522","Worldwide. Business casual. Gate check-in. FedEx 2 letter code FX.Multiple j/s.",,1
77,"UPS","tools.ipapilot.org/jumpseats","800.228.2739","Worldwide. Business casual. Can reserve up to 10 days prior. Call (above) or 502-359- 8849 option 4, then option 1, then 1. Check website for skeds.",,1
78,"USAirways","http://www.usairways.com","800.428.4322","Worldwide. Business casual. Gate check-in. Multiple j/s.",,1
79,"USA 3000","http://www.usa3000airlines.com","877.USA.3000","A320s Sked and Charters Midwest and East Coast to Mexico and Caribbean. Call dispatch 800.727.3550 or 610.325.1280 x1885 for info and res. Multiple j/s.",,1
80,"USA Jet Airlines","http://www.activeaero.com","800.223.8329","Ad hoc cargo DC9/Falcon 20s out of DTW nationwide. Call (above) for skeds and res.","313.480.0200",1
81,"Virgin America","http://www.virginamerica.com","877-359-8474","A320s nationwide. Gate check-in. Multiple j/s.",,1
82,"World Airways","http://www.worldair.com","770-632-8030","Worldwide. Uniform or business attire. Check-in NLT 90 min prior. Call dispatch or ops (above) or 770-632-8030 to request j/s. Listing required. Multiple j/s.","",1
83,"Xtra Airways","http://www.xtraairways.com","800.438.7554","737 casino junkets to Elko, NV nationwide. Check website for skeds. Gate check-in, but please call dispatch (above) or 775.738.4646 to list. Multiple j/s.",,1
84,"Spirit Airways","http://www.spiritair.com","866-609-8858","Nationwide and Caribbean. DTW, ORD, FL, NE hubs. Business casual. Ticket counter check-in. Must call (above or 954.447.8008) to list as j/s non-rev, use PNR on j/s Nationwide and Caribbean. DTW, ORD, FL, NE hubs. Business casual. Ticket counter check-in. Must call (above or 954.447.8008) to list as j/s non-rev, use PNR on j/srequest form. Multiple j/s. Listing required.",,1
85,"Air Canada","http://www.aircanada.com","800-413-1113","Worldwide. Business casual. Must call 800.413.1113 or 204.941.2887 0730-2330 CST to non-rev list (CIC*801/66 and CIC*810/66 have instructions for agent) prior to travel. Obtain stby boarding pass from kiosk or counter and proceed to gate to request j/s.
",,0
86,"Air Canada Jazz","http://www.flyjazz.com","800-413-1113","Air Canada Regional (formerly AirBC, Canadian Regional, Air Ontario, Air Nova) YTO, YVR, YYZ hubs - nationwide and US. Must call 800.413.1113 or 204.941.2887 0730- 2330 CST to non-rev list (CIC*801/66 and CIC*810/66 have instructions for agent) prior to travel. Obtain standby boarding pass from kiosk or counter and proceed to gate to
",,0
87,"Air Georgian","http://www.aircanada.com","888-225-2051","Air Canada Connector YYZ. Gate check-in. Call dispatch 800-996-9953 to list & for info. Business casual. Multiple j/s.",,0
88,"Air Jamaica","http://www.airjamaica.com","800-523-5585","Call res, option 6, to list E6/Y priority (less priority than non-rev.) Uniform or Business casual. Ticket counter check-in. Be at gate 45 min prior - board when given seat. Cabin seat only.",,0
89,"Air Transat","http://www.airtransat.com","866-847-1112","Sked and Charter flights from Canada to vacation destinations. Check-in at ticket counter NLT 60 min prior.",,0
90,"Alex Air","http://www.helitour.com","808-871-0792","Helicopters flight seeing in Maui. Call for skeds. Dependents 15% off.","888-418-8455",0
91,"Bearskin","http://www.bearskinairlines.com","888-451-4357","SA227s, ON & MB. J/S are available to any carrier with a reciprocal agreement. Uniform or Business casual. Must occupy open cabin seats. Call customer service (above) M-F 0830 to 1730 EST to list. Applicable taxes and fees per flight segment apply. Priority is given at the airport no more than 3 hours prior to scheduled departure. Photo ID and Company ID req’d for check-in.",,0
92,"Calm Air","http://www.calmair.com","800-839-7846","ATR42, SF340’s. Business casual. Reciprocal j/s agreement req’d. Must occupy cabin seat. Call res (above) x444 to list in advance M-F 0800-1700 CST. Counter check-in NLT 1hr prior. Photo ID and Company ID req’d for check-in.",,0
93,"Caribbean Sun Airlines","http://www.flycsa.com","954-359-7846","Dash 8s SJU. Caribbean. Call dispatch (above) x 219 for info. Cayman Airways http://www.caymanairways.com 800.422.9626
Ticket counter check-in. A return ticket will be issued because of immigration requirements, but is conditional on economy class seat availability.",,0
94,"Cayman Airways","http://www.caymanairways.com","800-422-9626","Ticket counter check-in. A return ticket will be issued because of immigration requirements, but is conditional on economy class seat availability.",,0
95,"First Air","http://www.firstair.com","800-267-1247","Northern Canada's largest airline. 727s, 737s, ATRs. Check website for skeds/routes.",,0
96,"Hudson Air Service","http://www.hudsonair.com","800-478-2321","Bush flights out of Talkeetna, Alaska. Alaska dress. Check with ops (above) or 907.733.2321 for skeds and availability. Discounted fares may also be available.",,0
97,"Iberia","http://www.iberia.com","800-772-4642","Jumpseats subject to CAPTAINS DISCRETION to properly licensed pilots travelling in uniform. Flights to/from USA may be unavailable due to TSA requirements. May require ZED or ID ticket.",,0
98,"Kenmore Air","http://www.kenmoreair.com","800-543-9595","Float planes, SEA, San Juan Islands, BC. Casual attire. Call dispatch (above) to confirm seats within 90 min of departure outbound SEA. Return seat will be confirmed at departure except for Victoria.","425-486-1257",0
99,"Kitty Hawk Air Cargo","http://www.khcargo.com","800-468-3257","727s nationwide, FWA hub. Check website for skeds. Check in NLT 1 hour prior. Call flight ops (above) option 3 for res at least 3 hours prior. 2 j/s.",,0
100,"Larry's Flying Service","http://www.larrysflying.com","907-474-9169","Alaska villages/bush, FAI hub. Alaska dress. Check website for skeds and info.",,0
101,"Promech Airlines","http://www.promechair.com","800-860-3845","DHC6s, DHC4s KTN. SE Alaska, Prince of Wales Isl. Sked & flightseeing. Check website for skeds and info. Call (above) or (907) 225-3845 for info.",,0
102,"Regal Air","http://www.regal-air.com","907-243-8535","Based ANC. On demand bush/fishing flights. Neat, casual dress. Reservations or walk up accepted up to 30 min prior. Call (above) for info.",,0
103,"Rhodes Aviation","http://www.rhodesaviation.com","812-372-1819","DC3s, C402s US, Mexico, Canada, Caribbean. Call (above) for information.",,0
104,"Rust's Flying Service","http://www.flyrusts.com","907-243-1595","Based ANC. Bush, scenic, fishing trips. Call (above) for information.","800-544-2299",0
105,"Scenic Mountain Air","http://www.artic.net/kfloats","907-288-3646","Based in Moose Pass, AK. Operates to Seward and Prince William Sound villages for scenic/fishing/hunting. Call (above) for info. Great place to get a floatplane rating!",,0
106,"Seaborne","http://www.seavorneonline.com","866-359-8784","DHCs on floats Caribbean. Casual attire. Ticket counter check-in. Multiple j/s.",,0
107,"Seaport Airlines","http://www.seaportair.com","888-537-2767","PC12’s Northwest & Mid-South. Uniform or business casual. Reciprocal jumpseat agreement req’d. Call res (above) to check loads. For any question, comments, or concerns they may contact Seth Byerley (POC) directly at 801-599-3929, or sbyerley@seaportair.com.",,0
108,"Southern Air","http://www.southernair.com","888-759-5700","747 Cargo worldwide. Call (above) ext. 1 or 203.750.0427 x330 for info.",,0
109,"Telford Aviation","http://www.telfordavaition.com","800-639-4809","Charter and cargo C-208s. B-99s BGR, flights from ME-FL. Call (above) for info.",,0
